nohup: ignoring input
/scratch/guerbuez/miniconda3/lib/python3.11/site-packages/torchmetrics/utilities/prints.py:43: UserWarning: The variance of predictions or target is close to zero. This can cause instability in Pearson correlationcoefficient, leading to wrong results. Consider re-scaling the input if possible or computing using alarger dtype (currently using torch.float32).
  warnings.warn(*args, **kwargs)  # noqa: B028
Epoch [87/100], Batch [44/147] train loss: 560.77, train corr: 0.02421
Epoch [87/100], Batch [45/147] train loss: 560.83, train corr: 0.02317
Epoch [87/100], Batch [46/147] train loss: 549.04, train corr: 0.02376
Epoch [87/100], Batch [47/147] train loss: 565.33, train corr: 0.02286
Epoch [87/100], Batch [48/147] train loss: 571.79, train corr: 0.02104
Epoch [87/100], Batch [49/147] train loss: 587.58, train corr: 0.02081
Epoch [87/100], Batch [50/147] train loss: 571.22, train corr: 0.02218
Epoch [87/100], Batch [51/147] train loss: 554.91, train corr: 0.02416
Epoch [87/100], Batch [52/147] train loss: 560.75, train corr: 0.02329
Epoch [87/100], Batch [53/147] train loss: 561.96, train corr: 0.02318
Epoch [87/100], Batch [54/147] train loss: 583.65, train corr: 0.02361
Epoch [87/100], Batch [55/147] train loss: 570.17, train corr: 0.01894
Epoch [87/100], Batch [56/147] train loss: 555.99, train corr: 0.02397
Epoch [87/100], Batch [57/147] train loss: 565.98, train corr: 0.02217
Epoch [87/100], Batch [58/147] train loss: 624.35, train corr: 0.02095
Epoch [87/100], Batch [59/147] train loss: 563.19, train corr: 0.02186
Epoch [87/100], Batch [60/147] train loss: 574.10, train corr: 0.02305
Epoch [87/100], Batch [61/147] train loss: 571.82, train corr: 0.02159
Epoch [87/100], Batch [62/147] train loss: 569.74, train corr: 0.02324
Epoch [87/100], Batch [63/147] train loss: 559.26, train corr: 0.02298
Epoch [87/100], Batch [64/147] train loss: 579.55, train corr: 0.01988
Epoch [87/100], Batch [65/147] train loss: 574.83, train corr: 0.02123
Epoch [87/100], Batch [66/147] train loss: 577.29, train corr: 0.01937
Epoch [87/100], Batch [67/147] train loss: 562.33, train corr: 0.02320
Epoch [87/100], Batch [68/147] train loss: 576.96, train corr: 0.02276
Epoch [87/100], Batch [69/147] train loss: 635.04, train corr: 0.01920
Epoch [87/100], Batch [70/147] train loss: 581.60, train corr: 0.01998
Epoch [87/100], Batch [71/147] train loss: 555.24, train corr: 0.02234
Epoch [87/100], Batch [72/147] train loss: 566.34, train corr: 0.02127
Epoch [87/100], Batch [73/147] train loss: 583.00, train corr: 0.02080
Epoch [87/100], Batch [74/147] train loss: 575.57, train corr: 0.01978
Epoch [87/100], Batch [75/147] train loss: 810.90, train corr: 0.01829
Epoch [87/100], Batch [76/147] train loss: 571.71, train corr: 0.02011
Epoch [87/100], Batch [77/147] train loss: 751.61, train corr: 0.01802
Epoch [87/100], Batch [78/147] train loss: 561.84, train corr: 0.02338
Epoch [87/100], Batch [79/147] train loss: 583.69, train corr: 0.02204
Epoch [87/100], Batch [80/147] train loss: 580.76, train corr: 0.01732
Epoch [87/100], Batch [81/147] train loss: 592.27, train corr: 0.01884
Epoch [87/100], Batch [82/147] train loss: 583.07, train corr: 0.01945
Epoch [87/100], Batch [83/147] train loss: 582.08, train corr: 0.02145
Epoch [87/100], Batch [84/147] train loss: 568.59, train corr: 0.02187
Epoch [87/100], Batch [85/147] train loss: 582.61, train corr: 0.02015
Epoch [87/100], Batch [86/147] train loss: 576.75, train corr: 0.02176
Epoch [87/100], Batch [87/147] train loss: 572.37, train corr: 0.02059
Epoch [87/100], Batch [88/147] train loss: 565.63, train corr: 0.02325
Epoch [87/100], Batch [89/147] train loss: 587.16, train corr: 0.01949
Epoch [87/100], Batch [90/147] train loss: 572.16, train corr: 0.02216
Epoch [87/100], Batch [91/147] train loss: 565.50, train corr: 0.02299
Epoch [87/100], Batch [92/147] train loss: 575.31, train corr: 0.02100
Epoch [87/100], Batch [93/147] train loss: 569.15, train corr: 0.02254
Epoch [87/100], Batch [94/147] train loss: 557.99, train corr: 0.02226
Epoch [87/100], Batch [95/147] train loss: 578.04, train corr: 0.02211
Epoch [87/100], Batch [96/147] train loss: 580.03, train corr: 0.01894
Epoch [87/100], Batch [97/147] train loss: 567.35, train corr: 0.02212
Epoch [87/100], Batch [98/147] train loss: 577.29, train corr: 0.01957
Epoch [87/100], Batch [99/147] train loss: 567.78, train corr: 0.02074
Epoch [87/100], Batch [100/147] train loss: 556.17, train corr: 0.02036
Epoch [87/100], Batch [101/147] train loss: 569.52, train corr: 0.02067
Epoch [87/100], Batch [102/147] train loss: 596.68, train corr: 0.01808
Epoch [87/100], Batch [103/147] train loss: 561.64, train corr: 0.02092
Epoch [87/100], Batch [104/147] train loss: 571.60, train corr: 0.02194
Epoch [87/100], Batch [105/147] train loss: 560.14, train corr: 0.02162
Epoch [87/100], Batch [106/147] train loss: 568.50, train corr: 0.02203
Epoch [87/100], Batch [107/147] train loss: 556.72, train corr: 0.02276
Epoch [87/100], Batch [108/147] train loss: 571.69, train corr: 0.02080
Epoch [87/100], Batch [109/147] train loss: 556.22, train corr: 0.02244
Epoch [87/100], Batch [110/147] train loss: 563.63, train corr: 0.02223
Epoch [87/100], Batch [111/147] train loss: 568.10, train corr: 0.02087
Epoch [87/100], Batch [112/147] train loss: 587.78, train corr: 0.02141
Epoch [87/100], Batch [113/147] train loss: 583.07, train corr: 0.02229
Epoch [87/100], Batch [114/147] train loss: 568.36, train corr: 0.02059
Epoch [87/100], Batch [115/147] train loss: 568.78, train corr: 0.02223
Epoch [87/100], Batch [116/147] train loss: 567.89, train corr: 0.02137
Epoch [87/100], Batch [117/147] train loss: 575.19, train corr: 0.02246
Epoch [87/100], Batch [118/147] train loss: 573.66, train corr: 0.02098
Epoch [87/100], Batch [119/147] train loss: 563.46, train corr: 0.02005
Epoch [87/100], Batch [120/147] train loss: 573.20, train corr: 0.01925
Epoch [87/100], Batch [121/147] train loss: 564.94, train corr: 0.02167
Epoch [87/100], Batch [122/147] train loss: 580.37, train corr: 0.02105
Epoch [87/100], Batch [123/147] train loss: 572.44, train corr: 0.02031
Epoch [87/100], Batch [124/147] train loss: 559.76, train corr: 0.02083
Epoch [87/100], Batch [125/147] train loss: 644.96, train corr: 0.01927
Epoch [87/100], Batch [126/147] train loss: 560.52, train corr: 0.02126
Epoch [87/100], Batch [127/147] train loss: 572.65, train corr: 0.02156
Epoch [87/100], Batch [128/147] train loss: 571.11, train corr: 0.02082
Epoch [87/100], Batch [129/147] train loss: 595.77, train corr: 0.01611
Epoch [87/100], Batch [130/147] train loss: 577.72, train corr: 0.01968
Epoch [87/100], Batch [131/147] train loss: 568.13, train corr: 0.01968
Epoch [87/100], Batch [132/147] train loss: 564.90, train corr: 0.01965
Epoch [87/100], Batch [133/147] train loss: 594.61, train corr: 0.01601
Epoch [87/100], Batch [134/147] train loss: 589.11, train corr: 0.02101
Epoch [87/100], Batch [135/147] train loss: 553.55, train corr: 0.02334
Epoch [87/100], Batch [136/147] train loss: 564.88, train corr: 0.02120
Epoch [87/100], Batch [137/147] train loss: 550.68, train corr: 0.02309
Epoch [87/100], Batch [138/147] train loss: 578.84, train corr: 0.01910
Epoch [87/100], Batch [139/147] train loss: 573.10, train corr: 0.02058
Epoch [87/100], Batch [140/147] train loss: 574.50, train corr: 0.01951
Epoch [87/100], Batch [141/147] train loss: 569.12, train corr: 0.02341
Epoch [87/100], Batch [142/147] train loss: 565.11, train corr: 0.02396
Epoch [87/100], Batch [143/147] train loss: 567.07, train corr: 0.02549
Epoch [87/100], Batch [144/147] train loss: 558.33, train corr: 0.02249
Epoch [87/100], Batch [145/147] train loss: 555.83, train corr: 0.02186
Epoch [87/100], Batch [146/147] train loss: 579.13, train corr: 0.02065
Epoch [87/100], Batch [147/147] train loss: 560.60, train corr: 0.02298
Epoch [87/100], validation loss: 598.29, validation correlation: 0.02209
Epoch [88/100], Batch [1/147] train loss: 561.43, train corr: 0.02158
Epoch [88/100], Batch [2/147] train loss: 557.44, train corr: 0.02267
Epoch [88/100], Batch [3/147] train loss: 567.46, train corr: 0.02162
Epoch [88/100], Batch [4/147] train loss: 558.58, train corr: 0.02317
Epoch [88/100], Batch [5/147] train loss: 558.64, train corr: 0.02295
Epoch [88/100], Batch [6/147] train loss: 562.13, train corr: 0.02088
Epoch [88/100], Batch [7/147] train loss: 559.70, train corr: 0.02027
Epoch [88/100], Batch [8/147] train loss: 563.61, train corr: 0.02380
Epoch [88/100], Batch [9/147] train loss: 566.53, train corr: 0.02175
Epoch [88/100], Batch [10/147] train loss: 563.22, train corr: 0.02021
Epoch [88/100], Batch [11/147] train loss: 574.47, train corr: 0.02223
Epoch [88/100], Batch [12/147] train loss: 557.54, train corr: 0.02241
Epoch [88/100], Batch [13/147] train loss: 567.62, train corr: 0.02330
Epoch [88/100], Batch [14/147] train loss: 569.40, train corr: 0.02104
Epoch [88/100], Batch [15/147] train loss: 560.96, train corr: 0.02250
Epoch [88/100], Batch [16/147] train loss: 567.75, train corr: 0.01964
Epoch [88/100], Batch [17/147] train loss: 572.36, train corr: 0.01952
Epoch [88/100], Batch [18/147] train loss: 570.32, train corr: 0.02169
Epoch [88/100], Batch [19/147] train loss: 557.30, train corr: 0.02408
Epoch [88/100], Batch [20/147] train loss: 586.59, train corr: 0.02180
Epoch [88/100], Batch [21/147] train loss: 564.07, train corr: 0.02223
Epoch [88/100], Batch [22/147] train loss: 576.65, train corr: 0.02270
Epoch [88/100], Batch [23/147] train loss: 741.56, train corr: 0.02191
Epoch [88/100], Batch [24/147] train loss: 576.20, train corr: 0.01854
Epoch [88/100], Batch [25/147] train loss: 555.27, train corr: 0.02132
Epoch [88/100], Batch [26/147] train loss: 571.64, train corr: 0.02225
Epoch [88/100], Batch [27/147] train loss: 580.26, train corr: 0.01931
Epoch [88/100], Batch [28/147] train loss: 567.82, train corr: 0.02293
Epoch [88/100], Batch [29/147] train loss: 562.53, train corr: 0.02216
Epoch [88/100], Batch [30/147] train loss: 567.01, train corr: 0.02011
Epoch [88/100], Batch [31/147] train loss: 597.14, train corr: 0.01559
Epoch [88/100], Batch [32/147] train loss: 557.88, train corr: 0.02087
Epoch [88/100], Batch [33/147] train loss: 567.14, train corr: 0.02153
Epoch [88/100], Batch [34/147] train loss: 567.40, train corr: 0.02045
Epoch [88/100], Batch [35/147] train loss: 578.04, train corr: 0.01990
Epoch [88/100], Batch [36/147] train loss: 572.28, train corr: 0.01806
Epoch [88/100], Batch [37/147] train loss: 807.88, train corr: 0.01775
Epoch [88/100], Batch [38/147] train loss: 566.34, train corr: 0.01764
Epoch [88/100], Batch [39/147] train loss: 584.79, train corr: 0.01870
Epoch [88/100], Batch [40/147] train loss: 563.18, train corr: 0.02033
Epoch [88/100], Batch [41/147] train loss: 569.67, train corr: 0.01903
Epoch [88/100], Batch [42/147] train loss: 572.10, train corr: 0.02113
Epoch [88/100], Batch [43/147] train loss: 554.22, train corr: 0.02005
Epoch [88/100], Batch [44/147] train loss: 559.97, train corr: 0.02146
Epoch [88/100], Batch [45/147] train loss: 557.99, train corr: 0.01836
Epoch [88/100], Batch [46/147] train loss: 569.55, train corr: 0.02037
Epoch [88/100], Batch [47/147] train loss: 564.93, train corr: 0.02118
Epoch [88/100], Batch [48/147] train loss: 614.00, train corr: 0.01888
Epoch [88/100], Batch [49/147] train loss: 557.41, train corr: 0.02096
Epoch [88/100], Batch [50/147] train loss: 570.04, train corr: 0.02012
Epoch [88/100], Batch [51/147] train loss: 578.92, train corr: 0.02049
Epoch [88/100], Batch [52/147] train loss: 575.56, train corr: 0.01923
Epoch [88/100], Batch [53/147] train loss: 574.04, train corr: 0.01884
Epoch [88/100], Batch [54/147] train loss: 558.19, train corr: 0.02125
Epoch [88/100], Batch [55/147] train loss: 568.52, train corr: 0.02079
Epoch [88/100], Batch [56/147] train loss: 573.07, train corr: 0.02103
Epoch [88/100], Batch [57/147] train loss: 584.24, train corr: 0.01960
Epoch [88/100], Batch [58/147] train loss: 594.29, train corr: 0.01599
Epoch [88/100], Batch [59/147] train loss: 582.29, train corr: 0.01827
Epoch [88/100], Batch [60/147] train loss: 565.62, train corr: 0.01825
Epoch [88/100], Batch [61/147] train loss: 560.42, train corr: 0.02090
Epoch [88/100], Batch [62/147] train loss: 568.96, train corr: 0.02153
Epoch [88/100], Batch [63/147] train loss: 565.99, train corr: 0.02030
Epoch [88/100], Batch [64/147] train loss: 569.19, train corr: 0.01849
Epoch [88/100], Batch [65/147] train loss: 575.05, train corr: 0.01961
Epoch [88/100], Batch [66/147] train loss: 575.72, train corr: 0.02002
Epoch [88/100], Batch [67/147] train loss: 583.76, train corr: 0.01739
Epoch [88/100], Batch [68/147] train loss: 559.81, train corr: 0.02176
Epoch [88/100], Batch [69/147] train loss: 562.84, train corr: 0.02011
Epoch [88/100], Batch [70/147] train loss: 564.53, train corr: 0.01972
Epoch [88/100], Batch [71/147] train loss: 562.26, train corr: 0.02081
Epoch [88/100], Batch [72/147] train loss: 571.26, train corr: 0.02179
Epoch [88/100], Batch [73/147] train loss: 580.27, train corr: 0.02013
Epoch [88/100], Batch [74/147] train loss: 558.33, train corr: 0.02098
Epoch [88/100], Batch [75/147] train loss: 638.27, train corr: 0.01607
Epoch [88/100], Batch [76/147] train loss: 584.08, train corr: 0.01656
Epoch [88/100], Batch [77/147] train loss: 564.99, train corr: 0.01969
Epoch [88/100], Batch [78/147] train loss: 564.70, train corr: 0.01929
Epoch [88/100], Batch [79/147] train loss: 582.46, train corr: 0.01855
Epoch [88/100], Batch [80/147] train loss: 569.76, train corr: 0.02164
Epoch [88/100], Batch [81/147] train loss: 581.67, train corr: 0.01819
Epoch [88/100], Batch [82/147] train loss: 563.98, train corr: 0.02134
Epoch [88/100], Batch [83/147] train loss: 565.75, train corr: 0.01969
Epoch [88/100], Batch [84/147] train loss: 556.23, train corr: 0.02050
Epoch [88/100], Batch [85/147] train loss: 585.31, train corr: 0.01627
Epoch [88/100], Batch [86/147] train loss: 642.98, train corr: 0.01781
Epoch [88/100], Batch [87/147] train loss: 561.93, train corr: 0.02181
Epoch [88/100], Batch [88/147] train loss: 577.77, train corr: 0.01973
Epoch [88/100], Batch [89/147] train loss: 570.69, train corr: 0.02167
Epoch [88/100], Batch [90/147] train loss: 565.83, train corr: 0.01913
Epoch [88/100], Batch [91/147] train loss: 571.55, train corr: 0.02178
Epoch [88/100], Batch [92/147] train loss: 561.38, train corr: 0.02214
Epoch [88/100], Batch [93/147] train loss: 577.61, train corr: 0.01646
Epoch [88/100], Batch [94/147] train loss: 585.23, train corr: 0.01809
Epoch [88/100], Batch [95/147] train loss: 568.81, train corr: 0.01998
Epoch [88/100], Batch [96/147] train loss: 580.08, train corr: 0.02015
Epoch [88/100], Batch [97/147] train loss: 562.59, train corr: 0.02120
Epoch [88/100], Batch [98/147] train loss: 588.09, train corr: 0.02069
Epoch [88/100], Batch [99/147] train loss: 561.17, train corr: 0.02242
Epoch [88/100], Batch [100/147] train loss: 582.43, train corr: 0.02015
Epoch [88/100], Batch [101/147] train loss: 570.06, train corr: 0.01989
Epoch [88/100], Batch [102/147] train loss: 569.55, train corr: 0.02031
Epoch [88/100], Batch [103/147] train loss: 561.64, train corr: 0.02197
Epoch [88/100], Batch [104/147] train loss: 574.80, train corr: 0.01987
Epoch [88/100], Batch [105/147] train loss: 561.39, train corr: 0.02117
Epoch [88/100], Batch [106/147] train loss: 566.87, train corr: 0.02183
Epoch [88/100], Batch [107/147] train loss: 556.52, train corr: 0.02133
Epoch [88/100], Batch [108/147] train loss: 575.73, train corr: 0.02075
Epoch [88/100], Batch [109/147] train loss: 594.64, train corr: 0.01495
Epoch [88/100], Batch [110/147] train loss: 576.44, train corr: 0.01986
Epoch [88/100], Batch [111/147] train loss: 561.44, train corr: 0.02123
Epoch [88/100], Batch [112/147] train loss: 584.34, train corr: 0.01977
Epoch [88/100], Batch [113/147] train loss: 569.25, train corr: 0.02183
Epoch [88/100], Batch [114/147] train loss: 563.12, train corr: 0.02163
Epoch [88/100], Batch [115/147] train loss: 572.91, train corr: 0.02082
Epoch [88/100], Batch [116/147] train loss: 563.01, train corr: 0.02142
Epoch [88/100], Batch [117/147] train loss: 567.77, train corr: 0.02168
Epoch [88/100], Batch [118/147] train loss: 568.92, train corr: 0.02174
Epoch [88/100], Batch [119/147] train loss: 570.27, train corr: 0.02258
Epoch [88/100], Batch [120/147] train loss: 566.03, train corr: 0.02184
Epoch [88/100], Batch [121/147] train loss: 571.61, train corr: 0.01926
Epoch [88/100], Batch [122/147] train loss: 585.84, train corr: 0.02056
Epoch [88/100], Batch [123/147] train loss: 580.08, train corr: 0.01949
Epoch [88/100], Batch [124/147] train loss: 572.52, train corr: 0.01881
Epoch [88/100], Batch [125/147] train loss: 562.37, train corr: 0.02406
Epoch [88/100], Batch [126/147] train loss: 561.67, train corr: 0.02165
Epoch [88/100], Batch [127/147] train loss: 560.09, train corr: 0.02089
Epoch [88/100], Batch [128/147] train loss: 570.71, train corr: 0.01850
Epoch [88/100], Batch [129/147] train loss: 565.94, train corr: 0.02417
Epoch [88/100], Batch [130/147] train loss: 568.23, train corr: 0.02247
Epoch [88/100], Batch [131/147] train loss: 562.25, train corr: 0.01860
Epoch [88/100], Batch [132/147] train loss: 567.52, train corr: 0.02026
Epoch [88/100], Batch [133/147] train loss: 558.13, train corr: 0.02339
Epoch [88/100], Batch [134/147] train loss: 570.82, train corr: 0.02250
Epoch [88/100], Batch [135/147] train loss: 569.90, train corr: 0.02184
Epoch [88/100], Batch [136/147] train loss: 567.01, train corr: 0.02126
Epoch [88/100], Batch [137/147] train loss: 569.40, train corr: 0.02172
Epoch [88/100], Batch [138/147] train loss: 565.10, train corr: 0.02232
Epoch [88/100], Batch [139/147] train loss: 559.02, train corr: 0.02116
Epoch [88/100], Batch [140/147] train loss: 566.91, train corr: 0.02140
Epoch [88/100], Batch [141/147] train loss: 566.94, train corr: 0.01981
Epoch [88/100], Batch [142/147] train loss: 571.18, train corr: 0.02251
Epoch [88/100], Batch [143/147] train loss: 563.13, train corr: 0.02125
Epoch [88/100], Batch [144/147] train loss: 571.55, train corr: 0.01727
Epoch [88/100], Batch [145/147] train loss: 573.45, train corr: 0.02164
Epoch [88/100], Batch [146/147] train loss: 575.66, train corr: 0.02104
Epoch [88/100], Batch [147/147] train loss: 564.59, train corr: 0.02275
Epoch [88/100], validation loss: 598.15, validation correlation: 0.02172
Epoch [89/100], Batch [1/147] train loss: 563.47, train corr: 0.02227
Epoch [89/100], Batch [2/147] train loss: 568.53, train corr: 0.02154
Epoch [89/100], Batch [3/147] train loss: 558.60, train corr: 0.02125
Epoch [89/100], Batch [4/147] train loss: 573.73, train corr: 0.01956
Epoch [89/100], Batch [5/147] train loss: 560.90, train corr: 0.02096
Epoch [89/100], Batch [6/147] train loss: 573.97, train corr: 0.02088
Epoch [89/100], Batch [7/147] train loss: 586.42, train corr: 0.01853
Epoch [89/100], Batch [8/147] train loss: 568.85, train corr: 0.02122
Epoch [89/100], Batch [9/147] train loss: 558.63, train corr: 0.02232
Epoch [89/100], Batch [10/147] train loss: 549.94, train corr: 0.02259
Epoch [89/100], Batch [11/147] train loss: 557.99, train corr: 0.02085
Epoch [89/100], Batch [12/147] train loss: 586.07, train corr: 0.01995
Epoch [89/100], Batch [13/147] train loss: 568.84, train corr: 0.02252
Epoch [89/100], Batch [14/147] train loss: 583.25, train corr: 0.02110
Epoch [89/100], Batch [15/147] train loss: 568.83, train corr: 0.02079
Epoch [89/100], Batch [16/147] train loss: 580.50, train corr: 0.01814
Epoch [89/100], Batch [17/147] train loss: 569.72, train corr: 0.01972
Epoch [89/100], Batch [18/147] train loss: 555.14, train corr: 0.02332
Epoch [89/100], Batch [19/147] train loss: 566.19, train corr: 0.02186
Epoch [89/100], Batch [20/147] train loss: 574.75, train corr: 0.02170
Epoch [89/100], Batch [21/147] train loss: 573.71, train corr: 0.01878
Epoch [89/100], Batch [22/147] train loss: 556.15, train corr: 0.02266
Epoch [89/100], Batch [23/147] train loss: 575.63, train corr: 0.01751
Epoch [89/100], Batch [24/147] train loss: 568.83, train corr: 0.02446
Epoch [89/100], Batch [25/147] train loss: 570.01, train corr: 0.02490
Epoch [89/100], Batch [26/147] train loss: 643.56, train corr: 0.01847
Epoch [89/100], Batch [27/147] train loss: 576.06, train corr: 0.02074
Epoch [89/100], Batch [28/147] train loss: 561.84, train corr: 0.02339
Epoch [89/100], Batch [29/147] train loss: 565.71, train corr: 0.02198
Epoch [89/100], Batch [30/147] train loss: 572.24, train corr: 0.02209
Epoch [89/100], Batch [31/147] train loss: 560.75, train corr: 0.02227
Epoch [89/100], Batch [32/147] train loss: 581.40, train corr: 0.02007
Epoch [89/100], Batch [33/147] train loss: 561.13, train corr: 0.02250
Epoch [89/100], Batch [34/147] train loss: 551.81, train corr: 0.02253
Epoch [89/100], Batch [35/147] train loss: 554.61, train corr: 0.02315
Epoch [89/100], Batch [36/147] train loss: 549.80, train corr: 0.02464
Epoch [89/100], Batch [37/147] train loss: 562.38, train corr: 0.02264
Epoch [89/100], Batch [38/147] train loss: 560.09, train corr: 0.02162
Epoch [89/100], Batch [39/147] train loss: 559.18, train corr: 0.02232
Epoch [89/100], Batch [40/147] train loss: 573.20, train corr: 0.01998
Epoch [89/100], Batch [41/147] train loss: 577.32, train corr: 0.02257
Epoch [89/100], Batch [42/147] train loss: 618.18, train corr: 0.02182
Epoch [89/100], Batch [43/147] train loss: 547.36, train corr: 0.02202
Epoch [89/100], Batch [44/147] train loss: 571.93, train corr: 0.02245
Epoch [89/100], Batch [45/147] train loss: 564.01, train corr: 0.02261
Epoch [89/100], Batch [46/147] train loss: 582.87, train corr: 0.01808
Epoch [89/100], Batch [47/147] train loss: 583.04, train corr: 0.02010
Epoch [89/100], Batch [48/147] train loss: 549.74, train corr: 0.02310
Epoch [89/100], Batch [49/147] train loss: 566.32, train corr: 0.02229
Epoch [89/100], Batch [50/147] train loss: 565.31, train corr: 0.02025
Epoch [89/100], Batch [51/147] train loss: 571.81, train corr: 0.01900
Epoch [89/100], Batch [52/147] train loss: 565.96, train corr: 0.02235
Epoch [89/100], Batch [53/147] train loss: 569.01, train corr: 0.02184
Epoch [89/100], Batch [54/147] train loss: 577.40, train corr: 0.01939
Epoch [89/100], Batch [55/147] train loss: 577.24, train corr: 0.01974
Epoch [89/100], Batch [56/147] train loss: 574.14, train corr: 0.02238
Epoch [89/100], Batch [57/147] train loss: 566.66, train corr: 0.02270
Epoch [89/100], Batch [58/147] train loss: 569.36, train corr: 0.02292
Epoch [89/100], Batch [59/147] train loss: 565.93, train corr: 0.02315
Epoch [89/100], Batch [60/147] train loss: 576.42, train corr: 0.01644
Epoch [89/100], Batch [61/147] train loss: 559.15, train corr: 0.02331
Epoch [89/100], Batch [62/147] train loss: 569.38, train corr: 0.02139
Epoch [89/100], Batch [63/147] train loss: 574.35, train corr: 0.01853
Epoch [89/100], Batch [64/147] train loss: 553.82, train corr: 0.02305
Epoch [89/100], Batch [65/147] train loss: 559.32, train corr: 0.02176
Epoch [89/100], Batch [66/147] train loss: 572.35, train corr: 0.02099
Epoch [89/100], Batch [67/147] train loss: 570.59, train corr: 0.01990
Epoch [89/100], Batch [68/147] train loss: 595.87, train corr: 0.01723
Epoch [89/100], Batch [69/147] train loss: 576.35, train corr: 0.01982
Epoch [89/100], Batch [70/147] train loss: 563.65, train corr: 0.02118
Epoch [89/100], Batch [71/147] train loss: 576.04, train corr: 0.02209
Epoch [89/100], Batch [72/147] train loss: 575.22, train corr: 0.02053
Epoch [89/100], Batch [73/147] train loss: 578.74, train corr: 0.01801
Epoch [89/100], Batch [74/147] train loss: 565.41, train corr: 0.02015
Epoch [89/100], Batch [75/147] train loss: 565.28, train corr: 0.01985
Epoch [89/100], Batch [76/147] train loss: 570.83, train corr: 0.01905
Epoch [89/100], Batch [77/147] train loss: 572.66, train corr: 0.01947
Epoch [89/100], Batch [78/147] train loss: 573.51, train corr: 0.01935
Epoch [89/100], Batch [79/147] train loss: 571.65, train corr: 0.01836
Epoch [89/100], Batch [80/147] train loss: 570.08, train corr: 0.02197
Epoch [89/100], Batch [81/147] train loss: 608.09, train corr: 0.01197
Epoch [89/100], Batch [82/147] train loss: 544.73, train corr: 0.02173
Epoch [89/100], Batch [83/147] train loss: 572.05, train corr: 0.02127
Epoch [89/100], Batch [84/147] train loss: 557.57, train corr: 0.02127
Epoch [89/100], Batch [85/147] train loss: 828.99, train corr: 0.01680
Epoch [89/100], Batch [86/147] train loss: 575.42, train corr: 0.01809
Epoch [89/100], Batch [87/147] train loss: 568.33, train corr: 0.02197
Epoch [89/100], Batch [88/147] train loss: 568.10, train corr: 0.01994
Epoch [89/100], Batch [89/147] train loss: 574.91, train corr: 0.02076
Epoch [89/100], Batch [90/147] train loss: 571.50, train corr: 0.01951
Epoch [89/100], Batch [91/147] train loss: 577.22, train corr: 0.01983
Epoch [89/100], Batch [92/147] train loss: 563.72, train corr: 0.02040
Epoch [89/100], Batch [93/147] train loss: 567.72, train corr: 0.01844
Epoch [89/100], Batch [94/147] train loss: 565.20, train corr: 0.01999
Epoch [89/100], Batch [95/147] train loss: 570.85, train corr: 0.01954
Epoch [89/100], Batch [96/147] train loss: 566.26, train corr: 0.02006
Epoch [89/100], Batch [97/147] train loss: 579.06, train corr: 0.01982
Epoch [89/100], Batch [98/147] train loss: 566.28, train corr: 0.01926
Epoch [89/100], Batch [99/147] train loss: 559.30, train corr: 0.01998
Epoch [89/100], Batch [100/147] train loss: 567.39, train corr: 0.01866
Epoch [89/100], Batch [101/147] train loss: 571.65, train corr: 0.01911
Epoch [89/100], Batch [102/147] train loss: 575.94, train corr: 0.02008
Epoch [89/100], Batch [103/147] train loss: 569.43, train corr: 0.02032
Epoch [89/100], Batch [104/147] train loss: 573.46, train corr: 0.02029
Epoch [89/100], Batch [105/147] train loss: 566.69, train corr: 0.01961
Epoch [89/100], Batch [106/147] train loss: 560.75, train corr: 0.02153
Epoch [89/100], Batch [107/147] train loss: 565.86, train corr: 0.02085
Epoch [89/100], Batch [108/147] train loss: 553.78, train corr: 0.01982
Epoch [89/100], Batch [109/147] train loss: 573.66, train corr: 0.01547
Epoch [89/100], Batch [110/147] train loss: 738.02, train corr: 0.02003
Epoch [89/100], Batch [111/147] train loss: 570.64, train corr: 0.01794
Epoch [89/100], Batch [112/147] train loss: 564.33, train corr: 0.02007
Epoch [89/100], Batch [113/147] train loss: 560.29, train corr: 0.02021
Epoch [89/100], Batch [114/147] train loss: 581.99, train corr: 0.01859
Epoch [89/100], Batch [115/147] train loss: 607.02, train corr: 0.01720
Epoch [89/100], Batch [116/147] train loss: 590.24, train corr: 0.01514
Epoch [89/100], Batch [117/147] train loss: 567.98, train corr: 0.01736
Epoch [89/100], Batch [118/147] train loss: 572.40, train corr: 0.01780
Epoch [89/100], Batch [119/147] train loss: 569.64, train corr: 0.01769
Epoch [89/100], Batch [120/147] train loss: 576.07, train corr: 0.01569
Epoch [89/100], Batch [121/147] train loss: 576.90, train corr: 0.01799
Epoch [89/100], Batch [122/147] train loss: 567.42, train corr: 0.01849
Epoch [89/100], Batch [123/147] train loss: 572.73, train corr: 0.01742
Epoch [89/100], Batch [124/147] train loss: 570.01, train corr: 0.01767
Epoch [89/100], Batch [125/147] train loss: 578.12, train corr: 0.01454
Epoch [89/100], Batch [126/147] train loss: 566.89, train corr: 0.01798
Epoch [89/100], Batch [127/147] train loss: 571.41, train corr: 0.01691
Epoch [89/100], Batch [128/147] train loss: 560.85, train corr: 0.01839
Epoch [89/100], Batch [129/147] train loss: 582.24, train corr: 0.01448
Epoch [89/100], Batch [130/147] train loss: 560.21, train corr: 0.01587
Epoch [89/100], Batch [131/147] train loss: 559.94, train corr: 0.01572
